#Country Name: Please see filename.

graphical_culture = westerngfx

color = { 231  181  12 }

revolutionary_colors = { 5  8  5 }


historical_idea_groups = {
	exploration_ideas
	religious_ideas
	offensive_ideas
	expansion_ideas
	influence_ideas
	maritime_ideas
	quality_ideas
	defensive_ideas
}

historical_units = {
	imperial_1_free_company_militia
	imperial_1_pistoliers
	imperial_5_state_company_archers
	imperial_9_state_company_crossbowmen
	imperial_10_outriders
	imperial_12_state_company_halberdiers
	imperial_14_knightly_orders
	imperial_15_state_company_handgunners
	imperial_18_knights_of_blazing_sun
	imperial_19_state_company_greatswords
	imperial_23_knights_of_the_white_wolf
	imperial_23_state_company_line_infantry
	imperial_26_state_company_riflemen
	imperial_26_reiksguard_knights
	imperial_28_demigryph_knights
	imperial_30_steam_tank
}

monarch_names = {
	"Carlos #0" = 80
	"Felipe #1" = 60
	"Fernando #5" = 40
	"Luis #0" = 20
	"Jose #0" = 20
	"Diego #0" = 15
	"Baltasar Carlos #0" = 15
	"Ana #0" = -15
	"Maria Teresa #0" = -10
	"Alfonso #11" = 10
	"Enrique #4" = 10
	"Juan #2" = 10
	"Isabel #1" = -10
	"Francisco #0" = 10
	"Tomas #0" = 10
	"Antonio #0" = 10
	"Francisco #0 de Paula" = 10
	"Gabriel #0" = 10
	"Sancho #4" = 5
	"Jaime #2" = 5
	"Ramiro #2" = 5
	"Pedro #1" = 5
	"Pelayo #1" = 5
	"Alonso #0" = 0
	"Baltasar #0" = 0
	"Bartolome #0" = 0
	"Claudio #0" = 0
	"Cristobal #0" = 0
	"Domingo #0" = 0
	"Emilio #0" = 0
	"Fadrique #0" = 0
	"Fausto #0" = 0
	"Garcia #0" = 0
	"Gaspar #0" = 0
	"Gonzalo #0" = 0
	"Guillermo #0" = 0
	"Hermenegildo #0" = 0
	"Hernando #0" = 0
	"Ignacio #0" = 0
	"Jorge #0" = 0
	"Juan Bautista #0" = 0
	"Juan Jose #0" = 0
	"Leopoldo #0" = 0
	"Lope #0" = 0
	"Manuel #0" = 0
	"Miguel #0" = 0
	"MONARCH_NAME_RAMON" = 0
	"Rodrigo #0" = 0
	"Sebastian #0" = 0
	"Vicente #0" = 0
}

leader_names = {
	"Abarca de Bolea" "de Aguirre" "de Alarcon" "Alvarez de Toledo" "de Aragon" "de Austria" "de Ayala"
	"de Bazan" "de Beaumont" "de Benavides" "de Borbon" "de Borja"
	"Cabeza de Vaca" "Cagigal de la Vega" Campomanes "de la Cerda" Colon Coronado Cortes Davila
	"de Egmont" Elcano Elhuyar "Fadrique de Toledo" "Fernandez de Castro" "Fernandez de Cordoba" "de Figueroa" Fitz-James "Folch de Cardona" Fonseca
	Galvez Gomez Gravina "de Grijalva" Grimaldi "de Guzman" "de Jovellanos" "de Leiva"
	"Lope de Haro" "Manrique de Lara" "Manrique de Velasco" "de Mendoza" "de Montcada" "Nunez de Balboa"
	"de Ojeda" Orellana Osorio Palafox Patino Pimentel Pizarro "Ponce de Leon" Portocarrero
	"de Requesens" "de Ripperda" "de Rojas" Sastre Tellez-Giron "de la Vega" "de Zuniga"
}

ship_names = {
	Aduana Aguila "Aguila de Nantes" "Amable Josefa" "Amable Juana" "Amable Teresa" "Alejandro I" Alerta Algeciras Alucadia Amelia America Americana Anfitrite
	"Admiral del Tariffa" Amistad "Amor de la Patria" Anfion "Ana Maria Guipuzcoa" Andalucia "Andalucia Baia" Andaluz "Angel de la Guarda" Anonima Antilope Aquila
	"Aquila Volante" Aquiles Aquilon Ardilla Aretusa Argonauta Argos Arrogante Asia Astrea Astrolabio Asturias Astuzzana Asuncion Atlante Atocha Atrevida Aurora
	"Ave de Gracia" Aventurero Bahama Bailen Baltidore Bautista Batador "Bella Carolina" Bellona Viscaya Bizarro Voladora "Buen Jesus" Braganza Brava Brillante
	Brilliano Brujula "Buen Consejo" "Buena Dicha" Burlandin "Caballo Blanco" Cambi Camerara Campeon Cantabrina Cantara Cantela Cantabro Capitana Carmen
	"Carmen del Rosario" Castilla Casualidad Catalan Caiman Cazador Cecilia Celoso Censor Centinela Ceres "Ciudadania de Mercia" Ciervo Coccila Colon Cometa Concepcion
	"Conde de Chican" "Conde de Regia" "Conde de Tolosa" Conquistador Constante Cornelia Corso Cortes Corunesa Cuervo "Cuervo Marino" Dafne Damas "Don Luis Beltran"
	"De Bon Vassallo" "De repente Descubierta" Descuite Determinado Diana Dichoso Diligencia Diligente "Divina Pastora" "Divina Providencia" Dolores Dorada "Dos Amigos"
	Dragon "El Atrevido" "El Espedarte" "El Mestuo la Solidade" "El Neptuno" "El Orely y los Tres Amigos" "El Savador" "Virgen del Carmen" Elise Elizabet Empresa
	Encantadora Encarnacion Eolo Escariotte Esmeralda Espaciosa Espana Esperanza Estrella "Estrella del Mar" "Estrella del Norte" Europa Experimento Extremena Fama
	"Fama Volante" Felicidad Felix Fenix Ferme "Fernando VII" Ferrolana Fidela Finisterre Firme Firmeza Flecha Flora Fuerte "Fuerte de Gibraltar" Furia "Galera de Espana"
	"Galera Victoria" Galga "Galgo de Andalucia" Galicia Gallardo "Gallo Indiano" Gamo Garzota Gavilan Genovesa Gibraltar Giganta Gineto Gitano Gloria Glorioso Golondrina
	"Gran Princesa de los Cielos" Grana Griega Guerrero Guipuscoana Gusana Halcon Hector Hercules Hermione "Hermosa Mariana" Heroe Huron Hidra Iberia Ibicenco Ifigenia
	"Emperador Alejandro" Impomenes Incendio Invencible Indagadora Industria "Infanta Amalia" "Infanta Carlotta" Infante "Infante Don Carlos" "Infante Don Pelayo"
	Intrepido Iris Isabel "Isabel II" Isabela "Jardin de Triton" Jason Jose Juliana Juno Jupiter Justica Justina "La Animas Sola" "La Duquesa" "La Ferme" Lealtad
	Lebrel Leon "Leon Coronado" Libra Liebre Ligera "Leon de Oro" "Los Dos Azares" "Los Magalianes" Luisa "Luisa Fernanda" "Ntra. Sra. Del Pueblo" Magica Magnanimo
	Mahonesa Mallorquin Malta Maria "Maria Francisca" "Maria Isabel" Marte Mazerredo Medea Medusa Mejicano Menorquin Mercedes Mercurio Minerva Minno Monarca Montanes
	Murciano Neptuno "Neptuno Dios de Las Mares" Nereida "Ntra. Sra. de Africa" "Ntra. Sra. de Aranzazu" "Ntra. Sra. de Asuncion" "Ntra. Sra. de Atocha"
	"Ntra. Sra. de Begonna" "Ntra. Sra. de Belen" "Ntra. Sra. de Bignonia" "Ntra. Sra. de los Buenos Aires" "Ntra. Sra. de Buenos Aires y San Juan Nepumeceno"
	"Ntra. Sra. de Choro" "Ntra. Sra. de Covadonga" "Ntra. Sra. de Gracia" "Ntra. Sra. de Guadalupe" "Ntra. Sra. de la Almudena" "Ntra. Sra. de la Almudena y San Cayetano"
	"Ntra. Sra. de la Anunciacion" "Ntra. Sra. de la Candelaria" "Ntra. Sra. de la Caridad" "Ntra. Sra. de la Concepcion" "Ntra. Sra. de la Concepcion y las Animas"
	"Ntra. Sra. de la Esclavitud" "Ntra. Sra. de la Guia" "Ntra. Sra. de la O" "Ntra. Sra. de la Paz" "Ntra. Sra. de la Piedad" "Ntra. Sra. de la Presentacion"
	"Ntra. Sra. de la Soledad" "Ntra. Sra. de las Mercedes" "Ntra. Sra. de las Vinas" "Ntra. Sra. de Loreto" "Ntra. Sra. de los Dolores" "Ntra. Sra. de l'Oves"
	"Ntra. Sra. de Misericordia" "Ntra. Sra. de Oilar" "Ntra. Sra. de Regia" "Ntra. Sra. del Carmen" "Ntra. Sra. del Carmen la Confianza"
	"Ntra. Sra. del Carmen y las Animas" "Ntra. Sra. del Carmen y San Antonio" "Ntra. Sra. del Carmino" "Ntra. Sra. del Corlylas" "Ntra. Sra. de la Humildad"
	"Ntra. Sra. del Pilar" "Ntra. Sra. del Pilar y Animas" "Ntra. Sra.del Puerto San Buenaventura" "Ntra. Sra. del Pueblo" "Ntra. Sra. del Rosario"
	"Ntra. Sra. y San Jose" "Nueva Africa" "Nueva Espana" "Nuevo Invencible" Numancia Oriente Orquijo "Pacto de Familia" Palas "Paloma India" Palomo Patagon Patriota
	Patrona Paz Pena Penada Peregrina Perfecta Perla "Perla Vizcaina" "Perla de Espana" Peruano Pezuela "Pinque Pintado" "Pinque Volante" Piuma Poder Poderoso
	"Porto Coeli" "Posta de Caraccas" Postillon Potencia Preciosa "Princesa de la Paix" Principe "Principe de Asturias" "Principe de la Paz" "Principe Eugenio" Pronta
	Proserpina Providencia Prudencia Prueba Puertorriqueno "Purisima Concepcion" Quijote Raposa Rayo "Real Carlos" "Real Familia" "Real Felipe" "Real Fenix" "Real Jorge"
	"Real Mari" Rebeca Reina "Reina Dona Isabel II" "Reina Luisa" "Reina Maria Cristina" "Reina Maria Isabel" Resolucion Restauracion Retiro "Rey Don Francisco de Asis"
	Ritta Rosario Rubi "Sacra Familia" Saeta Salvador "Salvador del Mundo" "San Alejandro" "San Andres" "San Antonio" "San Antonio de Padua" "San Antonio y Animas"
	"San Antonio y Animas la Fortuna" "San Augustin" "San Bernando" "San Blas" "San Bruno" "San Carlos" "San Cayetano" "San Cristo" "San Cristo del Paldo"
	"San Cristo y Portal" "San Christophe" "San Cristobal" "San Damaso" "San Diego" "San Dimas" "San Elmo" "San Eloy" "San Esteban" "San Esteban Apedrado"
	"San Eugenio" "San Felipe" "San Felipe Apostol" "San Felix de Cantalicio" "San Felix de Castilla" "San Felix de Socorro" "San Fermin" "San Fernando"
	"San Fernando el Chico" "San Foit" "San Francisco" "San Francisco de Asis" "San Francisco de Borja" "San Francisco de Paula" "San Francisco Javier"
	"San Francisco la Panla" "San Francisco Xavier" "San Francisco y San Antonio de Padua" "San Fulgencio" "San Gabriel" "San Genaro" "San German" "San Gibilan"
	"San Giovanni" "San Gregorio" "San Hermenegildo" "San Idefonso" "San Ignacio" "San Isidoro" "San Isidro" "San Jenaro" "San Jeronimo" "San Joaquin" "San Jorge"
	"San Jose" "San Jose el Africa" "San Jose" "San Jose de Victoria" "San Jose y Animas" "San Juan" "San Juan Bautista" "San Juan de Pomosana" "San Juan el Chico"
	"San Juan Evangelista" "San Juan Nepomuceno" "San Julian" "San Justo" "San Lauren" "San Leandro" "San Leon" "San Lino" "San Lorenzo" "San Luis" "San Luis Beltran"
	"San Luis Gonzaga" "San Marcos" "San Martin" "San Mateo" "San Miguel" "San Miguel el Volante" "San Miguel y Acandoa" "San Narciso" "San Nicolas" "San Nicolas de Bari"
	"San Noberta" "San Pablo" "San Pacora" "San Pascual Bailon" "San Pedro" "San Pedro Apostol" "San Pedro de Alcantara" "San Pedro y Animas" "San Pedro y Fransisco"
